,Value,Min_limit,Max_limit
1635,915656.0,894404.1694949921,935692.8305050079
1636,915594.0,894347.7728872073,935170.2271127927
1637,915509.0,894188.5472433188,934453.4527566812
1638,915432.0,894079.0231498901,934251.9768501099
1639,915256.0,893936.2622613062,933761.7377386938
1640,914911.0,893828.1546031248,933414.8453968752
1641,914894.0,894041.4364042939,932711.5635957061
1642,914779.0,893865.9356941987,932420.0643058013
1643,914520.0,893648.5672572246,932235.4327427754
1644,914585.0,891503.8026343761,933654.1973656239
1645,914567.0,890977.5204765461,933660.4795234539
1646,914465.0,892077.4120747803,931656.5879252197
1647,914309.0,892472.4128449592,930542.5871550408
1648,914074.0,892482.4061810147,929500.5938189853
1649,913760.0,892741.4948853943,928472.5051146057
1650,913648.0,892904.365240741,927664.634759259
1651,913425.0,892389.2966356494,927272.7033643506
1652,913393.0,892414.4882730976,926417.5117269024
1653,913216.0,892593.7122649538,925214.2877350462
1654,912818.0,891746.8519657819,924773.1480342181
1655,912600.0,891685.4884435517,924394.5115564483
1656,912313.0,891515.1561232026,923854.8438767974
1657,912032.0,891248.0601368162,923141.9398631838
1658,911825.0,891101.0498524036,922588.9501475964
1659,911513.0,891614.2676333186,921291.7323666814
1660,911221.0,891489.9627952486,920411.0372047514
1661,910880.0,891559.0282379935,919747.9717620065
1662,910486.0,890840.1339541066,919864.8660458934
1663,910229.0,890307.007195161,919805.992804839
1664,910009.0,889951.5584853782,919296.4415146218
1665,909621.0,889015.2574370304,919445.7425629696
1666,909541.0,889292.8954247081,918633.1045752919
1667,909196.0,888669.4688917582,918436.5311082418
1668,908680.0,888202.5461343784,917925.4538656216
1669,908337.0,887875.2407646988,917347.7592353012
1670,908004.0,887013.0567369906,917204.9432630094
1671,907588.0,887364.0677500557,915935.9322499443
1672,907119.0,887106.4215204477,915161.5784795523
1673,906553.0,886469.1870510268,914649.8129489732
1674,905958.0,885872.7667483104,913894.2332516896
1675,905436.0,885503.7651900842,912861.2348099158
1676,904839.0,884707.5910483366,912187.4089516634
1677,904130.0,883874.9627155208,911373.0372844792
1678,903403.0,883127.4207531975,910658.5792468025
1679,902438.0,882545.4210411564,909521.5789588436
1680,901565.0,881612.3674046261,908715.6325953739
1681,900566.0,880441.0506055196,908189.9493944804
1682,899800.0,879256.9931798223,907702.0068201777
1683,898781.0,878553.8320179585,906408.1679820415
1684,897824.0,877751.3252573243,905267.6747426757
1685,896899.0,876899.386103341,903829.613896659
1686,895988.0,875955.2466659445,902480.7533340555
1687,894853.0,874655.5936195743,901423.4063804257
1688,893894.0,873617.141946812,900311.858053188
1689,892841.0,872437.2088865796,899251.7911134204
1690,891928.0,871466.9452067353,898400.0547932647
1691,890940.0,870247.1279062943,897391.8720937057
1692,889663.0,869060.3617479225,895960.6382520775
1693,888461.0,867925.9644664816,894605.0355335184
1694,887583.0,866992.1670577455,893485.8329422545
1695,886333.0,865714.5444110461,892436.4555889539
1696,885333.0,864910.7503702202,891415.2496297798
1697,884384.0,863778.8738568889,890556.1261431111
1698,883412.0,862923.1926783746,889325.8073216254
1699,882306.0,861811.3530846182,888207.6469153818
1700,881407.0,860560.6802337554,887693.3197662446
1701,880511.0,860095.1281110212,886417.8718889788
1702,879657.0,859284.0208365199,885571.9791634801
1703,878861.0,858481.4561022489,884906.5438977511
1704,877874.0,857536.4066533042,883825.5933466958
1705,876960.0,856717.0528060149,882982.9471939851
1706,876122.0,856134.1335194649,882017.8664805351
1707,875310.0,855258.347456576,881493.652543424
1708,874536.0,854664.6638353716,880997.3361646284
1709,873618.0,854256.1217991787,880025.8782008213
1710,872741.0,853535.6477708542,879589.3522291458
1711,872069.0,853093.0305697443,879000.9694302557
1712,871539.0,852851.7846519742,878191.2153480258
1713,871021.0,852416.0446489753,877550.9553510247
1714,870509.0,852070.2857522184,876818.7142477816
1715,869996.0,851621.6857220026,876454.3142779974
1716,869570.0,851162.0215995049,876069.9784004951
1717,869144.0,850664.7352486114,875624.2647513886
1718,868686.0,850295.4225064917,875097.5774935083
1719,868341.0,849937.6826216738,874785.3173783262
1720,867987.0,849643.8692001583,874340.1307998417
1721,867675.0,849385.0898560219,873915.9101439781
1722,867343.0,849150.6350480559,873460.3649519441
1723,867015.0,848817.5488844914,873288.4511155086
1724,866796.0,848551.2569287437,873095.7430712563
1725,866591.0,848209.9259186713,872980.0740813287
1726,866340.0,848045.5827863656,872714.4172136344
1727,866121.0,847866.1654666795,872148.8345333205
1728,865832.0,845370.2682888798,869732.7317111202
1729,865381.0,844485.063234921,869237.936765079
1730,865053.0,844104.5037702557,869036.4962297443
1731,864792.0,843652.530154522,868897.469845478
1732,864520.0,843374.1775506531,868673.8224493469
1733,864368.0,843051.6326873858,868387.3673126142
1734,864102.0,842609.7235845742,868255.2764154258
1735,863856.0,842258.7803535708,868246.2196464292
1736,863651.0,841763.7906134984,868111.2093865016
1737,863352.0,841539.2673797556,867348.7326202444
1738,863161.0,841289.5255208786,867160.4744791214
1739,862920.0,841023.4139569746,867161.5860430254
1740,862639.0,840607.1554495675,867163.8445504325
1741,862680.0,840450.1949806003,867098.8050193997
1742,862550.0,840286.4828874717,867050.5171125283
1743,862528.0,840033.1410017838,866874.8589982162
1744,862436.0,839954.1932124671,866754.8067875329
1745,862326.0,839795.3958306349,866655.6041693651
1746,862345.0,839615.4270077678,866563.5729922322
1747,862333.0,839296.4753623145,866622.5246376855
1748,862305.0,839077.230022597,866642.769977403
1749,862227.0,838785.7462977349,866792.2537022651
1750,862323.0,838556.0150545909,866769.9849454091
1751,862287.0,838523.9567751439,866627.0432248561
1752,862301.0,838433.6567455668,866670.3432544332
1753,862341.0,838330.4199027113,866736.5800972887
1754,862352.0,838231.2325045946,866863.7674954054
1755,862501.0,838142.2419107372,867061.7580892628
1756,862619.0,837986.5239885472,867448.4760114528
1757,862777.0,837896.9725976227,867867.0274023773
1758,862953.0,837707.5435164736,868477.4564835264
1759,863203.0,837585.1121409687,869127.8878590313
1760,863425.0,837447.4960950848,869650.5039049152
1761,863833.0,837496.1327231782,870272.8672768218
1762,864178.0,837560.973989972,871000.026010028
1763,864547.0,837501.403531933,871989.596468067
1764,865176.0,837440.5425944563,873190.4574055437
1765,865802.0,837345.480487324,874590.519512676
1766,866264.0,837342.7228746811,875607.2771253189
1767,866862.0,837159.9499363588,877189.0500636412
1768,867592.0,836986.4563875893,878700.5436124107
1769,868441.0,836999.7725387623,880128.2274612377
1770,869335.0,836891.8377497017,881901.1622502983
1771,870037.0,836713.9634575127,883673.0365424873
1772,870766.0,836592.4408287172,885298.5591712828
1773,871555.0,836538.5535211277,886892.4464788723
1774,872393.0,836366.9147938959,888781.0852061041
1775,873225.0,836313.1039819288,890497.8960180712
1776,874486.0,836424.2619049234,892603.7380950766
1777,875791.0,-435120.37178450683,2166429.371784507
1778,876879.0,-435683.68497819034,2169081.6849781903
1779,878212.0,-436251.71704834304,2172116.7170483433
1780,879325.0,835868.007870811,902188.992129189
1781,880538.0,835697.0151873758,904783.9848126242
1782,882050.0,835744.352089094,907532.647910906
1783,883545.0,835534.3835292319,910557.6164707681
1784,885047.0,835596.2394620213,913261.7605379787
1785,886299.0,835494.2038365244,916254.7961634756
1786,887804.0,835392.0325977791,918932.9674022209
1787,889140.0,835618.7679141533,921448.2320858467
1788,890792.0,835878.9229093469,924437.0770906531
1789,892337.0,836129.0092324432,927626.9907675568
1790,893847.0,836361.7574932049,930355.2425067951
1791,895528.0,836564.499564338,932969.500435662
1792,897031.0,836974.4049121229,935304.5950878771
1793,898372.0,837190.9916295038,937872.0083704962
1794,899756.0,837682.8058350392,940388.1941649608
1795,901230.0,838208.9832297806,942501.0167702194
1796,902574.0,838848.4791334589,944232.5208665411
1797,903732.0,839750.0667993518,945798.9332006482
1798,904895.0,840604.3854509217,947115.6145490783
1799,905967.0,841108.0865481205,948400.9134518795
1800,906986.0,842154.1961602872,949638.8038397128
1801,908168.0,843149.9337162521,950582.0662837479
1802,909026.0,844073.1632579644,951632.8367420356
1803,910138.0,845111.987535428,952376.012464572
1804,911017.0,846380.1059038269,953049.8940961731
1805,912023.0,847604.9977137027,953453.0022862973
1806,913019.0,848606.7757138284,954165.2242861716
1807,913957.0,849490.0392660984,954828.9607339016
1808,914851.0,850587.3401119013,955640.6598880987
1809,915752.0,851558.6456543022,956519.3543456978
1810,916504.0,852848.5992521554,956934.4007478446
1811,917011.0,854007.3276976903,957273.6723023097
1812,918063.0,855231.48065478,957724.51934522
1813,918696.0,856475.5796469301,957995.4203530699
1814,919354.0,857945.418083797,957623.581916203
1815,919916.0,859144.2732061925,957816.7267938075
1816,920635.0,860052.7351552709,958366.2648447291
1817,921197.0,860997.2465335486,958773.7534664514
1818,921782.0,862286.0142252841,958733.9857747159
1819,922492.0,863609.6876795886,958814.3123204114
1820,923134.0,864500.4132084346,959103.5867915654
1821,923545.0,865794.4783194168,958815.5216805832
1822,924051.0,866733.537307624,958993.462692376
1823,924618.0,867542.5786402338,958987.4213597662
1824,925171.0,868412.5621644894,959493.4378355106
1825,925696.0,869065.0793170624,960088.9206829376
1826,926058.0,869741.4378688027,960247.5621311973
1827,926436.0,870700.840382578,960135.159617422
1828,926994.0,871603.8115230659,959982.1884769341
1829,927408.0,872442.1852054582,959998.8147945418
1830,927912.0,873478.4105264086,959738.5894735914
1831,928240.0,873697.3763092208,960306.6236907792
1832,928487.0,874438.4349367833,960266.5650632167
1833,928845.0,875292.3298151857,959869.6701848143
1834,929409.0,875993.6421678531,959901.3578321469
1835,929706.0,876548.7100131235,959918.2899868765
1836,929926.0,876995.6760517947,960073.3239482053
1837,930216.0,877691.430677359,959944.569322641
1838,930525.0,878127.5907197396,960182.4092802604
1839,930882.0,878657.2958670761,959909.7041329239
1840,930975.0,878731.4986501577,960222.5013498423
1841,931183.0,879455.5582846268,960141.4417153732
1842,931412.0,879709.9232755621,960675.0767244379
1843,931643.0,879954.0357814436,960805.9642185564
1844,931953.0,880687.5681364058,960659.4318635942
1845,932441.0,880911.2492408511,960852.7507591489
1846,932521.0,881230.5451601609,960819.4548398391
1847,932588.0,881379.8778910147,960942.1221089853
1848,932744.0,881726.5500510912,961045.4499489088
1849,932991.0,881782.3928496685,961476.6071503315
1850,933205.0,881934.836272354,961364.163727646
1851,933233.0,882009.4681700671,961219.5318299329
1852,933526.0,882257.1072506332,961230.8927493668
1853,933750.0,882441.4948710791,961210.5051289209
1854,933852.0,882128.2827766757,961805.7172233243
1855,934005.0,882359.7182194995,961911.2817805005
1856,934161.0,882453.5040790567,962067.4959209433
1857,934334.0,882574.340146353,962009.659853647
1858,934393.0,882845.4935596752,962150.5064403248
1859,934555.0,883296.6115233896,962089.3884766104
1860,934672.0,883497.9108288557,962122.0891711443
1861,934736.0,883989.9718920582,961895.0281079418
1862,934925.0,884141.9995113232,961903.0004886768
1863,934955.0,884578.8778807225,961518.1221192775
1864,935270.0,884780.9481456126,961867.0518543874
1865,935105.0,884947.0458625535,961877.9541374465
1866,935263.0,885066.3390077206,961863.6609922794
1867,935200.0,885422.6384829992,961408.3615170008
1868,935317.0,885396.9020991295,961576.0979008705
1869,935309.0,885413.1612690485,961521.8387309515
1870,935236.0,885619.854507257,961225.145492743
1871,935226.0,885947.584969311,960983.415030689
1872,935380.0,886146.6155266841,960960.3844733159
1873,935764.0,886120.7278445548,961607.2721554452
1874,936020.0,885992.2139670756,961504.7860329244
1875,936259.0,886181.8956572218,961120.1043427782
1876,936200.0,-463632.6325653137,2286515.632565314
1877,935961.0,886651.3727553375,960597.6272446625
1878,936118.0,886923.6987465954,960132.3012534046
1879,936311.0,886767.0761193803,960361.9238806197
1880,936305.0,887077.4838971479,960092.5161028521
1881,936172.0,887123.8383479719,960182.1616520281
1882,935877.0,887410.182862811,959846.817137189
1883,935915.0,887469.0687583869,959572.9312416131
1884,935877.0,887824.2949487877,959056.7050512123
1885,935908.0,887923.361425818,958773.638574182
1886,935975.0,886940.5730839812,959627.4269160188
1887,935893.0,888138.3056838737,957921.6943161263
1888,935764.0,888672.6274012391,957133.3725987609
1889,935655.0,888990.0170507466,956684.9829492534
1890,935536.0,889039.0049311212,956112.9950688788
1891,935430.0,888521.1198252457,956419.8801747543
1892,935468.0,889134.2591470315,955528.7408529685
1893,935395.0,889920.8943510059,954550.1056489941
1894,935277.0,890322.4127476937,953687.5872523063
1895,935225.0,890380.1510354285,953515.8489645715
1896,935176.0,890222.428588535,953153.571411465
1897,934871.0,890113.8631034008,952935.1368965992
1898,934799.0,890425.2494011867,952109.7505988133
1899,934667.0,890914.0951087105,951202.9048912895
1900,934387.0,891041.3030643929,950625.6969356071
1901,934327.0,891193.8301481691,949633.1698518309
1902,933883.0,891700.2613415383,948774.7386584617
1903,933771.0,891777.7990834063,948193.2009165937
1904,933648.0,891732.896052613,947742.103947387
1905,933547.0,891981.197634186,946934.802365814
1906,933428.0,892113.2285301059,946162.7714698941
1907,933249.0,892491.3654965045,945246.6345034955
1908,933179.0,892652.6657688739,944972.3342311261
1909,932977.0,892975.8553151771,944220.1446848229
1910,932890.0,893087.7196755426,943515.2803244574
1911,932477.0,892977.4484339838,942879.5515660162
1912,932379.0,892989.7684319129,942513.2315680871
1913,932147.0,893391.060851751,941507.939148249
1914,931913.0,893660.7266702958,940883.2733297042
1915,931700.0,893489.9375899648,940774.0624100352
1916,931607.0,893763.6039484532,940113.3960515468
1917,931395.0,893871.999972589,939474.000027411
1918,931023.0,894085.7902316495,938567.2097683505
1919,930854.0,894046.898654881,937976.101345119
1920,930700.0,894223.8048091161,937192.1951908839
1921,930276.0,894150.3819115538,936798.6180884462
1922,930053.0,894371.7598367973,936236.2401632027
1923,929955.0,894404.1694949921,935692.8305050079
1924,929644.0,894347.7728872073,935170.2271127927
1925,929313.0,894188.5472433188,934453.4527566812
1926,929047.0,894079.0231498901,934251.9768501099
1927,928557.0,893936.2622613062,933761.7377386938
1928,928292.0,893828.1546031248,933414.8453968752
1929,928181.0,894041.4364042939,932711.5635957061
1930,927811.0,893865.9356941987,932420.0643058013
1931,927527.0,893648.5672572246,932235.4327427754
1932,927261.0,891503.8026343761,933654.1973656239
1933,927092.0,890977.5204765461,933660.4795234539
1934,926733.0,892077.4120747803,931656.5879252197
1935,926417.0,892472.4128449592,930542.5871550408
1936,926176.0,892482.4061810147,929500.5938189853
1937,925783.0,892741.4948853943,928472.5051146057
1938,925184.0,892904.365240741,927664.634759259
1939,924763.0,892389.2966356494,927272.7033643506
1940,924513.0,892414.4882730976,926417.5117269024
1941,924125.0,892593.7122649538,925214.2877350462
1942,923844.0,891746.8519657819,924773.1480342181
1943,923444.0,891685.4884435517,924394.5115564483
1944,923177.0,891515.1561232026,923854.8438767974
1945,922725.0,891248.0601368162,923141.9398631838
1946,922475.0,891101.0498524036,922588.9501475964
1947,922044.0,891614.2676333186,921291.7323666814
1948,921621.0,891489.9627952486,920411.0372047514
1949,921068.0,891559.0282379935,919747.9717620065
1950,920507.0,890840.1339541066,919864.8660458934
1951,920635.0,890307.007195161,919805.992804839
1952,920260.0,889951.5584853782,919296.4415146218
1953,919999.0,889015.2574370304,919445.7425629696
1954,919541.0,889292.8954247081,918633.1045752919
1955,919197.0,888669.4688917582,918436.5311082418
1956,918800.0,888202.5461343784,917925.4538656216
1957,918320.0,887875.2407646988,917347.7592353012
1958,917935.0,887013.0567369906,917204.9432630094
1959,917368.0,887364.0677500557,915935.9322499443
1960,916798.0,887106.4215204477,915161.5784795523
1961,916292.0,886469.1870510268,914649.8129489732
1962,915606.0,885872.7667483104,913894.2332516896
1963,915056.0,885503.7651900842,912861.2348099158
1964,914320.0,884707.5910483366,912187.4089516634
1965,913482.0,883874.9627155208,911373.0372844792
1966,912751.0,883127.4207531975,910658.5792468025
1967,912109.0,882545.4210411564,909521.5789588436
1968,911194.0,881612.3674046261,908715.6325953739
1969,910356.0,880441.0506055196,908189.9493944804
1970,909532.0,879256.9931798223,907702.0068201777
1971,908450.0,878553.8320179585,906408.1679820415
1972,907393.0,877751.3252573243,905267.6747426757
1973,906274.0,876899.386103341,903829.613896659
1974,905070.0,875955.2466659445,902480.7533340555
1975,903858.0,874655.5936195743,901423.4063804257
1976,902761.0,873617.141946812,900311.858053188
1977,901121.0,872437.2088865796,899251.7911134204
1978,899971.0,871466.9452067353,898400.0547932647
1979,898999.0,870247.1279062943,897391.8720937057
1980,897783.0,869060.3617479225,895960.6382520775
1981,896696.0,867925.9644664816,894605.0355335184
1982,895800.0,866992.1670577455,893485.8329422545
1983,894760.0,865714.5444110461,892436.4555889539
1984,893842.0,864910.7503702202,891415.2496297798
1985,892829.0,863778.8738568889,890556.1261431111
1986,891813.0,862923.1926783746,889325.8073216254
1987,890742.0,861811.3530846182,888207.6469153818
1988,889916.0,860560.6802337554,887693.3197662446
1989,888357.0,860095.1281110212,886417.8718889788
1990,887556.0,859284.0208365199,885571.9791634801
1991,886684.0,858481.4561022489,884906.5438977511
1992,885706.0,857536.4066533042,883825.5933466958
1993,884810.0,856717.0528060149,882982.9471939851
1994,884019.0,856134.1335194649,882017.8664805351
1995,883119.0,855258.347456576,881493.652543424
1996,882416.0,854664.6638353716,880997.3361646284
1997,881767.0,854256.1217991787,880025.8782008213
1998,881233.0,853535.6477708542,879589.3522291458
1999,880576.0,853093.0305697443,879000.9694302557
2000,879630.0,852851.7846519742,878191.2153480258
2001,879183.0,852416.0446489753,877550.9553510247
2002,878651.0,852070.2857522184,876818.7142477816
2003,878270.0,851621.6857220026,876454.3142779974
2004,877847.0,851162.0215995049,876069.9784004951
2005,877304.0,850664.7352486114,875624.2647513886
2006,876753.0,850295.4225064917,875097.5774935083
2007,876413.0,849937.6826216738,874785.3173783262
2008,876153.0,849643.8692001583,874340.1307998417
2009,875846.0,849385.0898560219,873915.9101439781
2010,875594.0,849150.6350480559,873460.3649519441
2011,875279.0,848817.5488844914,873288.4511155086
2012,874980.0,848551.2569287437,873095.7430712563
2013,874749.0,848209.9259186713,872980.0740813287
2014,874529.0,848045.5827863656,872714.4172136344
2015,874341.0,847866.1654666795,872148.8345333205
2016,874005.0,845370.2682888798,869732.7317111202
2017,873514.0,844485.063234921,869237.936765079
2018,873302.0,844104.5037702557,869036.4962297443
2019,873001.0,843652.530154522,868897.469845478
2020,872814.0,843374.1775506531,868673.8224493469
2021,872572.0,843051.6326873858,868387.3673126142
2022,872273.0,842609.7235845742,868255.2764154258
2023,872042.0,842258.7803535708,868246.2196464292
2024,871881.0,841763.7906134984,868111.2093865016
2025,871700.0,841539.2673797556,867348.7326202444
2026,871449.0,841289.5255208786,867160.4744791214
2027,871028.0,840607.1554495675,867163.8445504325
2028,871010.0,840450.1949806003,867098.8050193997
2029,870889.0,840286.4828874717,867050.5171125283
2030,870782.0,840033.1410017838,866874.8589982162
2031,870692.0,839954.1932124671,866754.8067875329
2032,870589.0,839795.3958306349,866655.6041693651
2033,870517.0,839615.4270077678,866563.5729922322
2034,870517.0,839296.4753623145,866622.5246376855
2035,870514.0,839077.230022597,866642.769977403
2036,870427.0,838785.7462977349,866792.2537022651
2037,870404.0,838556.0150545909,866769.9849454091
2038,870358.0,838523.9567751439,866627.0432248561
2039,870348.0,838433.6567455668,866670.3432544332
2040,870408.0,838330.4199027113,866736.5800972887
2041,870563.0,838231.2325045946,866863.7674954054
2042,870581.0,838142.2419107372,867061.7580892628
2043,870655.0,837986.5239885472,867448.4760114528
2044,870870.0,837896.9725976227,867867.0274023773
2045,871048.0,837707.5435164736,868477.4564835264
2046,871268.0,837585.1121409687,869127.8878590313
2047,871527.0,837447.4960950848,869650.5039049152
2048,871820.0,837496.1327231782,870272.8672768218
2049,872254.0,837560.973989972,871000.026010028
2050,872744.0,837501.403531933,871989.596468067
2051,873387.0,837440.5425944563,873190.4574055437
2052,874058.0,837345.480487324,874590.519512676
2053,874558.0,837342.7228746811,875607.2771253189
2054,875215.0,837159.9499363588,877189.0500636412
2055,875846.0,836986.4563875893,878700.5436124107
2056,876575.0,836999.7725387623,880128.2274612377
2057,877362.0,836891.8377497017,881901.1622502983
2058,878052.0,836713.9634575127,883673.0365424873
2059,878719.0,836592.4408287172,885298.5591712828
2060,879574.0,836538.5535211277,886892.4464788723
2061,880374.0,836366.9147938959,888781.0852061041
2062,881224.0,836313.1039819288,890497.8960180712
2063,882375.0,836424.2619049234,892603.7380950766
2064,883682.0,-435120.37178450683,2166429.371784507
2065,884843.0,-435683.68497819034,2169081.6849781903
2066,885970.0,-436251.71704834304,2172116.7170483433
2067,887128.0,835868.007870811,902188.992129189
2068,888440.0,835697.0151873758,904783.9848126242
2069,889822.0,835744.352089094,907532.647910906
2070,891153.0,835534.3835292319,910557.6164707681
2071,892470.0,835596.2394620213,913261.7605379787
2072,893861.0,835494.2038365244,916254.7961634756
2073,895297.0,835392.0325977791,918932.9674022209
2074,896650.0,835618.7679141533,921448.2320858467
2075,898234.0,835878.9229093469,924437.0770906531
2076,899659.0,836129.0092324432,927626.9907675568
2077,901107.0,836361.7574932049,930355.2425067951
2078,902470.0,836564.499564338,932969.500435662
2079,903743.0,836974.4049121229,935304.5950878771
2080,905058.0,837190.9916295038,937872.0083704962
2081,906164.0,837682.8058350392,940388.1941649608
2082,907388.0,838208.9832297806,942501.0167702194
2083,908695.0,838848.4791334589,944232.5208665411
2084,909924.0,839750.0667993518,945798.9332006482
2085,910919.0,840604.3854509217,947115.6145490783
2086,911743.0,841108.0865481205,948400.9134518795
2087,912573.0,842154.1961602872,949638.8038397128
2088,913372.0,843149.9337162521,950582.0662837479
2089,914280.0,844073.1632579644,951632.8367420356
2090,915168.0,845111.987535428,952376.012464572
2091,915953.0,846380.1059038269,953049.8940961731
2092,916634.0,847604.9977137027,953453.0022862973
2093,917638.0,848606.7757138284,954165.2242861716
2094,918379.0,849490.0392660984,954828.9607339016
2095,918924.0,850587.3401119013,955640.6598880987
2096,919856.0,851558.6456543022,956519.3543456978
2097,920370.0,852848.5992521554,956934.4007478446
2098,921093.0,854007.3276976903,957273.6723023097
2099,921949.0,855231.48065478,957724.51934522
2100,922986.0,856475.5796469301,957995.4203530699
2101,923370.0,857945.418083797,957623.581916203
2102,924223.0,859144.2732061925,957816.7267938075
2103,924873.0,860052.7351552709,958366.2648447291
2104,925690.0,860997.2465335486,958773.7534664514
2105,926571.0,862286.0142252841,958733.9857747159
2106,927207.0,863609.6876795886,958814.3123204114
2107,927766.0,864500.4132084346,959103.5867915654
2108,928276.0,865794.4783194168,958815.5216805832
2109,928648.0,866733.537307624,958993.462692376
2110,929053.0,867542.5786402338,958987.4213597662
2111,929532.0,868412.5621644894,959493.4378355106
2112,929623.0,869065.0793170624,960088.9206829376
2113,930146.0,869741.4378688027,960247.5621311973
2114,930477.0,870700.840382578,960135.159617422
2115,930799.0,871603.8115230659,959982.1884769341
2116,931081.0,872442.1852054582,959998.8147945418
2117,931570.0,873478.4105264086,959738.5894735914
2118,931854.0,873697.3763092208,960306.6236907792
2119,931999.0,874438.4349367833,960266.5650632167
2120,932566.0,875292.3298151857,959869.6701848143
2121,932990.0,875993.6421678531,959901.3578321469
2122,933143.0,876548.7100131235,959918.2899868765
2123,933400.0,876995.6760517947,960073.3239482053
2124,933625.0,877691.430677359,959944.569322641
2125,933811.0,878127.5907197396,960182.4092802604
2126,934069.0,878657.2958670761,959909.7041329239
2127,934380.0,878731.4986501577,960222.5013498423
2128,934674.0,879455.5582846268,960141.4417153732
2129,935001.0,879709.9232755621,960675.0767244379
2130,934875.0,879954.0357814436,960805.9642185564
2131,935163.0,880687.5681364058,960659.4318635942
2132,935514.0,880911.2492408511,960852.7507591489
2133,935642.0,881230.5451601609,960819.4548398391
2134,935899.0,881379.8778910147,960942.1221089853
2135,936066.0,881726.5500510912,961045.4499489088
2136,936168.0,881782.3928496685,961476.6071503315
2137,936362.0,881934.836272354,961364.163727646
2138,936323.0,882009.4681700671,961219.5318299329
2139,936331.0,882257.1072506332,961230.8927493668
2140,936530.0,882441.4948710791,961210.5051289209
2141,936572.0,882128.2827766757,961805.7172233243
2142,936890.0,882359.7182194995,961911.2817805005
2143,936863.0,882453.5040790567,962067.4959209433
2144,936851.0,882574.340146353,962009.659853647
2145,937167.0,882845.4935596752,962150.5064403248
2146,937286.0,883296.6115233896,962089.3884766104
2147,937301.0,883497.9108288557,962122.0891711443
2148,937557.0,883989.9718920582,961895.0281079418
2149,937619.0,884141.9995113232,961903.0004886768
2150,937633.0,884578.8778807225,961518.1221192775
2151,937578.0,884780.9481456126,961867.0518543874
2152,937723.0,884947.0458625535,961877.9541374465
2153,937934.0,885066.3390077206,961863.6609922794
2154,937903.0,885422.6384829992,961408.3615170008
2155,938092.0,885396.9020991295,961576.0979008705
2156,938131.0,885413.1612690485,961521.8387309515
2157,938202.0,885619.854507257,961225.145492743
2158,938212.0,885947.584969311,960983.415030689
2159,938216.0,886146.6155266841,960960.3844733159
2160,938413.0,886120.7278445548,961607.2721554452
2161,938359.0,885992.2139670756,961504.7860329244
2162,938478.0,886181.8956572218,961120.1043427782
2163,938310.0,-463632.6325653137,2286515.632565314
2164,938172.0,886651.3727553375,960597.6272446625
2165,938108.0,886923.6987465954,960132.3012534046
2166,938042.0,886767.0761193803,960361.9238806197
2167,937993.0,887077.4838971479,960092.5161028521
2168,937870.0,887123.8383479719,960182.1616520281
2169,937656.0,887410.182862811,959846.817137189
2170,937606.0,887469.0687583869,959572.9312416131
2171,937415.0,887824.2949487877,959056.7050512123
2172,937284.0,887923.361425818,958773.638574182
2173,937488.0,886940.5730839812,959627.4269160188
2174,937477.0,888138.3056838737,957921.6943161263
2175,937315.0,888672.6274012391,957133.3725987609
2176,937163.0,888990.0170507466,956684.9829492534
2177,937061.0,889039.0049311212,956112.9950688788
2178,936936.0,888521.1198252457,956419.8801747543
2179,936712.0,889134.2591470315,955528.7408529685
2180,936429.0,889920.8943510059,954550.1056489941
2181,936404.0,890322.4127476937,953687.5872523063
2182,936876.0,890380.1510354285,953515.8489645715
2183,936583.0,890222.428588535,953153.571411465
2184,936694.0,890113.8631034008,952935.1368965992
2185,936396.0,890425.2494011867,952109.7505988133
2186,936057.0,890914.0951087105,951202.9048912895
2187,935900.0,891041.3030643929,950625.6969356071
2188,935558.0,891193.8301481691,949633.1698518309
2189,935394.0,891700.2613415383,948774.7386584617
2190,935122.0,891777.7990834063,948193.2009165937
2191,934888.0,891732.896052613,947742.103947387
2192,934636.0,891981.197634186,946934.802365814
2193,934268.0,892113.2285301059,946162.7714698941
2194,934047.0,892491.3654965045,945246.6345034955
2195,933780.0,892652.6657688739,944972.3342311261
2196,933606.0,892975.8553151771,944220.1446848229
2197,933370.0,893087.7196755426,943515.2803244574
2198,933039.0,892977.4484339838,942879.5515660162
2199,932840.0,892989.7684319129,942513.2315680871
2200,932507.0,893391.060851751,941507.939148249
2201,932310.0,893660.7266702958,940883.2733297042
2202,932226.0,893489.9375899648,940774.0624100352
2203,931937.0,893763.6039484532,940113.3960515468
2204,931556.0,893871.999972589,939474.000027411
2205,931351.0,894085.7902316495,938567.2097683505
2206,931096.0,894046.898654881,937976.101345119
2207,930880.0,894223.8048091161,937192.1951908839
2208,930779.0,894150.3819115538,936798.6180884462
2209,930428.0,894371.7598367973,936236.2401632027
2210,930137.0,894404.1694949921,935692.8305050079
2211,929867.0,894347.7728872073,935170.2271127927
2212,929675.0,894188.5472433188,934453.4527566812
2213,929390.0,894079.0231498901,934251.9768501099
2214,929160.0,893936.2622613062,933761.7377386938
2215,928949.0,893828.1546031248,933414.8453968752
2216,928574.0,894041.4364042939,932711.5635957061
2217,928161.0,893865.9356941987,932420.0643058013
2218,927717.0,893648.5672572246,932235.4327427754
2219,927478.0,891503.8026343761,933654.1973656239
2220,927380.0,890977.5204765461,933660.4795234539
2221,926939.0,892077.4120747803,931656.5879252197
